CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),LAND/SEA (SAMPLING),ELEVATION (MIN.),ELEVATION (MAX.),ROCK NAME,ROCK TEXTURE,DRILLING DEPTH (MIN.),DRILLING DEPTH (MAX.),ALTERATION,MINERAL,SPOT,CRYSTAL,RIM/CORE (MINERAL GRAINS),GRAIN SIZE,PRIMARY/SECONDARY,SIO2(WT%),TIO2(WT%),ZRO2(WT%),AL2O3(WT%),CR2O3(WT%),SC2O3(WT%),V2O3(WT%),V2O5(WT%),NB2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),FET(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),COO(WT%),K2O(WT%),NA2O(WT%),LI2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),F(WT%),CL(WT%),SO2(WT%),SO3(WT%),LOI(WT%),O(WT%),TI(WT%),FE(WT%),MG(WT%),MN(WT%),CA(WT%),K(WT%),NA(WT%),CR(WT%),HE(CCMSTP/G),HE(MOL/G),HE3(CCMSTP/G),HE3(MOL/G),HE4(CCMSTP/G),HE4(MOL/G),LI(PPM),LI6(PPM),LI7(PPM),BE(PPM),BE9(PPM),BE10(AT/G),B(PPM),B11(PPM),F(PPM),NE(CCMSTP/G),NEPHELINE(MOL%),NE20(CCMSTP/G),NE20(MOL/G),NE21(CCMSTP/G),NE21(MOL/G),NE22(CCMSTP/G),NE22(MOL/G),NA(PPM),MG(PPM),MG26(PPM),AL(PPM),AL27(PPM),SI(PPM),SI30(PPM),P(PPM),S(PPM),CL(PPM),AR(CCMSTP/G),AR36(CCMSTP/G),AR36(MOL/G),AR40(CCMSTP/G),AR40(MOL/G),K(PPM),K39(PPM),CA(PPM),CA40(PPM),CA42(PPM),CA43(PPM),CA44(PPM),SC(PPM),SC45(PPM),TI(PPM),TI49(PPM),V(PPM),V51(PPM),CR(PPM),CR53(PPM),MN(PPM),FE(PPM),FE57(PPM),CO(PPM),CO59(PPM),NI(PPM),NI60(PPM),CU(PPM),ZN(PPM),ZN66(PPM),GA(PPM),GE(PPM),GE73(PPM),GE74(PPM),AS(PPM),AS(PPB),SE(PPM),BR(PPB),KR84(CCMSTP/G),RB(PPM),RB(PPB),RB85(PPM),SR(PPM),SR(PPB),SR86(PPM),SR88(PPM),Y(PPM),Y(PPB),Y89(PPM),ZR(PPM),ZR(PPB),ZR90(PPM),NB(PPM),NB93(PPM),NB(PPB),MO(PPM),RU(PPB),RH(PPB),PD(PPB),AG(PPM),CD(PPM),CD(PPB),IN(PPM),IN(PPB),SN(PPM),SN(PPB),SB(PPM),TE(PPM),I(PPB),XE130(CCMSTP/G),XE132(CCMSTP/G),CS(PPM),CS133(PPM),BA(PPM),BA(PPB),BA137(PPM),LA(PPM),LA(PPB),LA139(PPM),CE(PPM),CE(PPB),CE140(PPM),PR(PPM),PR(PPB),PR141(PPM),ND(PPM),ND(PPB),ND146(PPM),SM(PPM),SM(PPB),SM147(PPM),EU(PPM),EU(PPB),EU153(PPM),GD(PPM),GD(PPB),GD157(PPM),TB(PPM),TB(PPB),TB159(PPM),DY(PPM),DY163(PPM),DY(PPB),HO(PPM),HO165(PPM),HO(PPB),ER(PPM),ER166(PPM),ER(PPB),TM(PPM),TM(PPB),TM169(PPM),YB(PPM),YB(PPB),YB172(PPM),LU(PPM),LU175(PPM),LU(PPB),HF(PPM),HF(PPB),HF178(PPM),TA(PPM),TA(PPB),TA181(PPM),W(PPM),RE(PPB),RE(PPT),OS(PPB),OS(PPT),IR(PPB),PT(PPB),AU(PPM),HG(PPM),TL(PPM),PB(PPM),PB(PPB),PB206(PPM),PB207(PPM),PB208(PPM),BI(PPM),RA226(PPQ),RA226_ACT(DPM/G),TH(PPM),TH(PPB),TH230_ACT(DPM/G),TH232(PPM),U(PPM),U(PPB),U238(PPM),H2O(PPM),OH(PPM),ND143_ND144,EPSILON_ND,EPSILON_ND_INI,SM147_ND144,SR87_SR86,SR87_SR86_INI,EPSILON_SR_INI,RB87_SR86,PB206_PB204,PB207_PB204,PB207_PB206,PB208_PB204,PB208_PB206,OS187_OS188,RE187_OS188,HF176_HF177,LU176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE3_AR36,HE4_HE3,HE4_AR40,HE4_NE20,HE4_NE22,BE10_BE9,AR36_AR38,AR38_AR36,AR40_AR36,AR40_AR38,AR40_K40,KR80_KR84,KR82_KR84,KR83_KR84,KR86_KR84,NE20_NE22,NE21_NE22,XE124_XE130,XE126_XE130,XE128_XE130,XE128_XE132,XE129_XE130,XE129_XE132,XE130_XE132,XE131_XE130,XE131_XE132,XE132_XE130,XE134_XE130,XE134_XE132,XE136_XE130,XE136_XE132,RA226_TH230_ACT,TH230_TH232,TH230_TH232_ACT,TH230_U238_ACT,U234_U238_ACT,D234U(PER MIL),U238_PB204,U238_TH230_ACT,U238_TH232_ACT,CO2(CCMSTP/G),CO2(MOL/G),LI7_LI6,D7LI(PER MIL),D7LI(VS LSVEC),D7LI(VS NBS8545),D11B(VS NBS951),D13C(VS VPDB),D18O(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),D25MG(PER MIL),D26MG(PER MIL),D25MG(VS DSM3),D26MG(VS DSM3),D43_40CA(VS SRM915A),D44_40CA(VS SRM915A),D43_42CA(VS SRM915A),D44_42CA(VS SRM915A),D51V(VS AA),D53CR(VS SRM979),D56FE(VS IRMM-014),D57FE(VS IRMM-014),D60NI(VS NBS986),ALBITE(MOL%),ACMITE(MOL%),AEGIRINE(MOL%),DIOPSIDE(MOL%),ENSTATITE(MOL%),FERROAUGITE(MOL%),FERROSILITE(MOL%),JADEITE(MOL%),ORTHOCLASE(MOL%),RHODONITE(MOL%),WOLLASTONITE(MOL%),AGE(MA)
[13936] LAZAROV M. (2009),samp. F25B,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / FINSCH KIMBERLITE,FINSCH MINE,-28.385,-28.385,23.445,23.445,subaerial,,,"PERIDOTITE, GARNET, XENOLITH",,,,,ORTHOPYROXENE,,,,,primary,57.66,0.06,,0.64,0.21,,,,,,,5.23,,,0.7,35.27,0.12,,,0.11,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13936] LAZAROV M. (2009),samp. F25C,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / FINSCH KIMBERLITE,FINSCH MINE,-28.385,-28.385,23.445,23.445,subaerial,,,"PERIDOTITE, GARNET, XENOLITH",,,,,ORTHOPYROXENE,,,,,primary,57.65,0.04,,0.62,0.25,,,,,,,4.7,,,0.67,35.56,0.12,,,0.11,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13936] LAZAROV M. (2009),samp. F25D,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / FINSCH KIMBERLITE,FINSCH MINE,-28.385,-28.385,23.445,23.445,subaerial,,,"PERIDOTITE, GARNET, XENOLITH",,,,,ORTHOPYROXENE,,,,,primary,57.63,0.07,,0.59,0.49,,,,,,,4.39,,,0.61,35.59,0.12,,,0.11,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13936] LAZAROV M. (2009),samp. F26,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / FINSCH KIMBERLITE,FINSCH MINE,-28.385,-28.385,23.445,23.445,subaerial,,,"PERIDOTITE, GARNET, XENOLITH",,,,,ORTHOPYROXENE,,,,,primary,57.61,0.04,,0.63,0.23,,,,,,,4.73,,,0.66,35.6,0.12,,,0.11,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13936] LAZAROV M. (2009),samp. 554-XM46,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / FINSCH KIMBERLITE,FINSCH MINE,-28.385,-28.385,23.445,23.445,subaerial,,,"PERIDOTITE, GARNET, XENOLITH",,,,,ORTHOPYROXENE,,,,,primary,57.49,0.01,,0.48,0.27,,,,,,,4.64,,,0.72,35.22,0.13,,,0.15,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13936] LAZAROV M. (2009),samp. 556-XM48,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / FINSCH KIMBERLITE,FINSCH MINE,-28.385,-28.385,23.445,23.445,subaerial,,,"PERIDOTITE, GARNET, XENOLITH",,,,,ORTHOPYROXENE,,,,,primary,57.43,,,0.51,0.28,,,,,,,4.69,,,0.75,35.19,0.12,,,0.13,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13936] LAZAROV M. (2009),samp. 695,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / FINSCH KIMBERLITE,FINSCH MINE,-28.385,-28.385,23.445,23.445,subaerial,,,"PERIDOTITE, GARNET, XENOLITH",,,,,ORTHOPYROXENE,,,,,primary,58.57,0.04,,0.56,0.35,,,,,,,4.6,,,0.68,35.86,0.11,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13936] LAZAROV M. (2009),samp. 865,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / FINSCH KIMBERLITE,FINSCH MINE,-28.385,-28.385,23.445,23.445,subaerial,,,"PERIDOTITE, GARNET, XENOLITH",,,,,ORTHOPYROXENE,,,,,primary,58.56,,,0.49,0.3,,,,,,,4.12,,,0.55,35.58,0.07,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13936] LAZAROV M. (2009),samp. 882,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / FINSCH KIMBERLITE,FINSCH MINE,-28.385,-28.385,23.445,23.445,subaerial,,,"PERIDOTITE, GARNET, XENOLITH",,,,,ORTHOPYROXENE,,,,,primary,59.03,,,0.53,0.44,,,,,,,3.77,,,0.47,36.76,0.1,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13938] POKHILENKO N. P. (2009),samp. FRB1318,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / PREMIER KIMBERLITE CLUSTER / PREMIER KIMBERLITE,PREMIER MINE,-25.674,-25.674,28.15,28.15,subaerial,,,VOLCANIC BRECCIA,,,,,ORTHOPYROXENE,,,,,primary,56.1,0.26,,0.96,0.02,,,,,,,9.55,,,1.07,31.9,0.16,,,0.06,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13938] POKHILENKO N. P. (2009),samp. FRB1318,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / PREMIER KIMBERLITE CLUSTER / PREMIER KIMBERLITE,PREMIER MINE,-25.674,-25.674,28.15,28.15,subaerial,,,VOLCANIC BRECCIA,,,,,ORTHOPYROXENE,,,,,primary,56,0.32,,1,0.02,,,,,,,8.95,,,1.2,32.5,0.15,,,0.08,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13938] POKHILENKO N. P. (2009),samp. FRB1318,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / PREMIER KIMBERLITE CLUSTER / PREMIER KIMBERLITE,PREMIER MINE,-25.674,-25.674,28.15,28.15,subaerial,,,VOLCANIC BRECCIA,,,,,ORTHOPYROXENE,,,,,primary,56.5,0.26,,1.07,0.2,,,,,,,6.38,,,1.21,33.7,0.17,,,0.11,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13938] POKHILENKO N. P. (2009),samp. FRB1318,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / PREMIER KIMBERLITE CLUSTER / PREMIER KIMBERLITE,PREMIER MINE,-25.674,-25.674,28.15,28.15,subaerial,,,VOLCANIC BRECCIA,,,,,ORTHOPYROXENE,,,,,primary,56.9,0.23,,1.02,0.4,,,,,,,5.4,,,1.36,34,0.13,,,0.15,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13938] POKHILENKO N. P. (2009),samp. FRB1318,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / PREMIER KIMBERLITE CLUSTER / PREMIER KIMBERLITE,PREMIER MINE,-25.674,-25.674,28.15,28.15,subaerial,,,VOLCANIC BRECCIA,,,,,ORTHOPYROXENE,,,,,primary,57,0.1,,0.85,0.32,,,,,,,4.73,,,1.16,35.2,0.13,,,0.14,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13938] POKHILENKO N. P. (2009),samp. FRB1318,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / PREMIER KIMBERLITE CLUSTER / PREMIER KIMBERLITE,PREMIER MINE,-25.674,-25.674,28.15,28.15,subaerial,,,VOLCANIC BRECCIA,,,,,ORTHOPYROXENE,,,,,primary,56.9,0.09,,0.84,0.33,,,,,,,4.6,,,1.2,35.2,0.11,,,0.11,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13938] POKHILENKO N. P. (2009),samp. FRB1318,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / PREMIER KIMBERLITE CLUSTER / PREMIER KIMBERLITE,PREMIER MINE,-25.674,-25.674,28.15,28.15,subaerial,,,VOLCANIC BRECCIA,,,,,ORTHOPYROXENE,,groundmass,,,primary,53.6,0.52,,4.12,1.41,,,,,,,7.61,,,1.05,32.1,0.14,,,,,,0.08,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13938] POKHILENKO N. P. (2009),samp. FRB1318,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / PREMIER KIMBERLITE CLUSTER / PREMIER KIMBERLITE,PREMIER MINE,-25.674,-25.674,28.15,28.15,subaerial,,,VOLCANIC BRECCIA,,,,,ORTHOPYROXENE,,groundmass,,,primary,54,0.67,,4.16,0.18,,,,,,,8.39,,,1.33,31.6,0.12,,,,,,0.03,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13943] HIN R. C. (2009),samp. AT1104,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / VENETIA KIMBERLITE CLUSTER,,-22.434,-22.434,29.321,29.321,subaerial,,,"HARZBURGITE, GARNET, XENOLITH",EQUANT COARSE,,,,ORTHOPYROXENE,,,,,primary,57.8,0.01,,0.74,0.48,,,,,,,3.9,,,0.22,35.6,0.1,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,2019,,,,,,,454,,,,,,,,,,,,,,0.16,,,1.8,,,,0.004,,,0.08,,,0.13,,,,,,,,,,,,,,,,,,,0.041,,0.23,,,0.029,,,0.12,,,0.013,,,0.038,,,0.035,,,0.003,,,0.01,,,,,,0,,,,,,0.011,,,,,,0,,,0,,,0.013,,,0.018,,,,,,,,,,,,,0.03,,,,,,,,0.009,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13943] HIN R. C. (2009),samp. B00-72,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / VENETIA KIMBERLITE CLUSTER,,-22.434,-22.434,29.321,29.321,subaerial,,,"HARZBURGITE, GARNET, XENOLITH",,,,,ORTHOPYROXENE,,,core,,primary,57.5,0.11,,0.98,0.51,,,,,,,4.4,,,0.68,34.9,0.1,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,1788,,,,,,,553,,,,,,,,,,,,,,0.9,,,6.2,,,,0.08,,,0.34,,,0.21,,,,,,,,,,,,,,,,,,,0.095,,8.2,,,0.091,,,0.19,,,0.02,,,0.11,,,0.009,,,0.005,,,0.02,,,,,,0.021,,,,,,0.012,,,,,,0,,,0,,,0.017,,,0.014,,,,,,,,,,,,,0.017,,,,,,,,0.014,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13943] HIN R. C. (2009),samp. B00-72,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / VENETIA KIMBERLITE CLUSTER,,-22.434,-22.434,29.321,29.321,subaerial,,,"HARZBURGITE, GARNET, XENOLITH",,,,,ORTHOPYROXENE,,,rim,,primary,56.8,0.19,,1.03,0.43,,,,,,,6.01,,,0.92,33.4,0.13,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13943] HIN R. C. (2009),samp. B00-148,INTRAPLATE VOLCANICS,KAAPVAAL CRATON / SOUTH AFRICA / VENETIA KIMBERLITE CLUSTER,,-22.434,-22.434,29.321,29.321,subaerial,,,"HARZBURGITE, GARNET, XENOLITH",PORPHYROCLASTIC,,,,ORTHOPYROXENE,,,,,primary,57.9,0.09,,1.05,0.5,,,,,,,4.69,,,0.81,34.4,0.11,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,3132,,,,,,,959,,,,,,,,,,,,,,0,,,1.2,,,,0.09,,,0.23,,,0.03,,,,,,,,,,,,,,,,,,,0.016,,0.08,,,0.02,,,0.025,,,0.007,,,0.06,,,0,,,0.009,,,0,,,,,,0,,,,,,0,,,,,,0.03,,,0,,,0,,,0.009,,,,,,,,,,,,,0.02,,,,,,,,0,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
